PermissionName,ApplicationPermission,DelegatePermission,IsBeta,Method,Url,DocUri
AccessReview.Read.All,FALSE,TRUE,TRUE,GET ,/accessReviews/{reviewId},https://docs.microsoft.com/graph/api/accessreview-get?view=graph-rest-beta&tabs=http
AccessReview.Read.All,TRUE,FALSE,TRUE,GET ,/accessReviews/{reviewId},https://docs.microsoft.com/graph/api/accessreview-get?view=graph-rest-beta&tabs=http
AccessReview.Read.All,FALSE,TRUE,TRUE,GET ,/accessReviews/{reviewId}/decisions,https://docs.microsoft.com/graph/api/accessreview-listdecisions?view=graph-rest-beta&tabs=http
AccessReview.Read.All,TRUE,FALSE,TRUE,GET ,/accessReviews/{reviewId}/decisions,https://docs.microsoft.com/graph/api/accessreview-listdecisions?view=graph-rest-beta&tabs=http
AccessReview.Read.All,FALSE,TRUE,TRUE,GET ,/accessReviews/{reviewId}/myDecisions,https://docs.microsoft.com/graph/api/accessreview-listmydecisions?view=graph-rest-beta&tabs=http
AccessReview.Read.All,FALSE,TRUE,TRUE,GET ,/accessReviews/{reviewId}/reviewers,https://docs.microsoft.com/graph/api/accessreview-listreviewers?view=graph-rest-beta&tabs=http
AccessReview.Read.All,TRUE,FALSE,TRUE,GET ,/accessReviews/{reviewId}/reviewers,https://docs.microsoft.com/graph/api/accessreview-listreviewers?view=graph-rest-beta&tabs=http
AccessReview.Read.All,FALSE,TRUE,TRUE,GET ,/accessReviews?$filter=businessFlowTemplateId eq {businessFlowTemplate-id}&$top={pagesize}&$skip=0,https://docs.microsoft.com/graph/api/accessreview-list?view=graph-rest-beta&tabs=http
AccessReview.Read.All,TRUE,FALSE,TRUE,GET ,/accessReviews?$filter=businessFlowTemplateId eq {businessFlowTemplate-id}&$top={pagesize}&$skip=0,https://docs.microsoft.com/graph/api/accessreview-list?view=graph-rest-beta&tabs=http
AccessReview.Read.All,FALSE,TRUE,TRUE,GET ,/businessFlowTemplates,https://docs.microsoft.com/graph/api/businessflowtemplate-list?view=graph-rest-beta&tabs=http
AccessReview.Read.All,TRUE,FALSE,TRUE,GET ,/businessFlowTemplates,https://docs.microsoft.com/graph/api/businessflowtemplate-list?view=graph-rest-beta&tabs=http
AccessReview.Read.All,FALSE,TRUE,FALSE,GET ,/identityGovernance/accessReviews/definitions,https://docs.microsoft.com/graph/api/accessreviewscheduledefinition-list?view=graph-rest-1.0&tabs=http
AccessReview.Read.All,TRUE,FALSE,FALSE,GET ,/identityGovernance/accessReviews/definitions,https://docs.microsoft.com/graph/api/accessreviewscheduledefinition-list?view=graph-rest-1.0&tabs=http
AccessReview.Read.All,FALSE,TRUE,TRUE,GET ,/identityGovernance/accessReviews/definitions,https://docs.microsoft.com/graph/api/accessreviewscheduledefinition-list?view=graph-rest-beta&tabs=http
AccessReview.Read.All,TRUE,FALSE,TRUE,GET ,/identityGovernance/accessReviews/definitions,https://docs.microsoft.com/graph/api/accessreviewscheduledefinition-list?view=graph-rest-beta&tabs=http
AccessReview.Read.All,FALSE,TRUE,FALSE,GET ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId},https://docs.microsoft.com/graph/api/accessreviewscheduledefinition-get?view=graph-rest-1.0&tabs=http
AccessReview.Read.All,TRUE,FALSE,FALSE,GET ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId},https://docs.microsoft.com/graph/api/accessreviewscheduledefinition-get?view=graph-rest-1.0&tabs=http
AccessReview.Read.All,FALSE,TRUE,FALSE,GET ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances,https://docs.microsoft.com/graph/api/accessreviewinstance-list?view=graph-rest-1.0&tabs=http
AccessReview.Read.All,TRUE,FALSE,FALSE,GET ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances,https://docs.microsoft.com/graph/api/accessreviewinstance-list?view=graph-rest-1.0&tabs=http
AccessReview.Read.All,FALSE,TRUE,FALSE,GET ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances,https://docs.microsoft.com/graph/api/accessreviewscheduledefinition-list-instances?view=graph-rest-1.0&tabs=http
AccessReview.Read.All,TRUE,FALSE,FALSE,GET ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances,https://docs.microsoft.com/graph/api/accessreviewscheduledefinition-list-instances?view=graph-rest-1.0&tabs=http
AccessReview.Read.All,FALSE,TRUE,FALSE,GET ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances/{accessReviewInstanceId},https://docs.microsoft.com/graph/api/accessreviewinstance-get?view=graph-rest-1.0&tabs=http
AccessReview.Read.All,TRUE,FALSE,FALSE,GET ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances/{accessReviewInstanceId},https://docs.microsoft.com/graph/api/accessreviewinstance-get?view=graph-rest-1.0&tabs=http
AccessReview.Read.All,FALSE,TRUE,FALSE,GET ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances/{accessReviewInstanceId}/decisions,https://docs.microsoft.com/graph/api/accessreviewinstance-list-decisions?view=graph-rest-1.0&tabs=http
AccessReview.Read.All,TRUE,FALSE,FALSE,GET ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances/{accessReviewInstanceId}/decisions,https://docs.microsoft.com/graph/api/accessreviewinstance-list-decisions?view=graph-rest-1.0&tabs=http
AccessReview.Read.All,FALSE,TRUE,FALSE,GET ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances/{accessReviewInstanceId}/decisions,https://docs.microsoft.com/graph/api/accessreviewinstancedecisionitem-list?view=graph-rest-1.0&tabs=http
AccessReview.Read.All,TRUE,FALSE,FALSE,GET ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances/{accessReviewInstanceId}/decisions,https://docs.microsoft.com/graph/api/accessreviewinstancedecisionitem-list?view=graph-rest-1.0&tabs=http
AccessReview.Read.All,FALSE,TRUE,TRUE,GET ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances/{accessReviewInstanceId}/decisions,https://docs.microsoft.com/graph/api/accessreviewinstance-list-decisions?view=graph-rest-beta&tabs=http
AccessReview.Read.All,TRUE,FALSE,TRUE,GET ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances/{accessReviewInstanceId}/decisions,https://docs.microsoft.com/graph/api/accessreviewinstance-list-decisions?view=graph-rest-beta&tabs=http
AccessReview.Read.All,FALSE,TRUE,FALSE,GET ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances/{accessReviewInstanceId}/decisions/{accessReviewInstanceDecisionItemId},https://docs.microsoft.com/graph/api/accessreviewinstancedecisionitem-get?view=graph-rest-1.0&tabs=http
AccessReview.Read.All,TRUE,FALSE,FALSE,GET ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances/{accessReviewInstanceId}/decisions/{accessReviewInstanceDecisionItemId},https://docs.microsoft.com/graph/api/accessreviewinstancedecisionitem-get?view=graph-rest-1.0&tabs=http
AccessReview.Read.All,FALSE,TRUE,TRUE,GET ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances/{accessReviewInstanceId}/decisions/{accessReviewInstanceDecisionItemId},https://docs.microsoft.com/graph/api/accessreviewinstancedecisionitem-get?view=graph-rest-beta&tabs=http
AccessReview.Read.All,TRUE,FALSE,TRUE,GET ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances/{accessReviewInstanceId}/decisions/{accessReviewInstanceDecisionItemId},https://docs.microsoft.com/graph/api/accessreviewinstancedecisionitem-get?view=graph-rest-beta&tabs=http
AccessReview.Read.All,FALSE,TRUE,FALSE,GET ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances/{accessReviewInstanceId}/decisions/filterByCurrentUser(on='reviewer'),https://docs.microsoft.com/graph/api/accessreviewinstancedecisionitem-filterbycurrentuser?view=graph-rest-1.0&tabs=http
AccessReview.Read.All,TRUE,FALSE,FALSE,GET ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances/{accessReviewInstanceId}/decisions/filterByCurrentUser(on='reviewer'),https://docs.microsoft.com/graph/api/accessreviewinstancedecisionitem-filterbycurrentuser?view=graph-rest-1.0&tabs=http
AccessReview.Read.All,FALSE,TRUE,TRUE,GET ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances/{accessReviewInstanceId}/decisions/filterByCurrentUser(on='reviewer'),https://docs.microsoft.com/graph/api/accessreviewinstancedecisionitem-filterbycurrentuser?view=graph-rest-beta&tabs=http
AccessReview.Read.All,TRUE,FALSE,TRUE,GET ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances/{accessReviewInstanceId}/decisions/filterByCurrentUser(on='reviewer'),https://docs.microsoft.com/graph/api/accessreviewinstancedecisionitem-filterbycurrentuser?view=graph-rest-beta&tabs=http
AccessReview.Read.All,FALSE,TRUE,FALSE,GET ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances/filterByCurrentUser(on='reviewer'),https://docs.microsoft.com/graph/api/accessreviewinstance-filterbycurrentuser?view=graph-rest-1.0&tabs=http
AccessReview.Read.All,TRUE,FALSE,FALSE,GET ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances/filterByCurrentUser(on='reviewer'),https://docs.microsoft.com/graph/api/accessreviewinstance-filterbycurrentuser?view=graph-rest-1.0&tabs=http
AccessReview.Read.All,FALSE,TRUE,TRUE,GET ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances/filterByCurrentUser(on='reviewer'),https://docs.microsoft.com/graph/api/accessreviewinstance-filterbycurrentuser?view=graph-rest-beta&tabs=http
AccessReview.Read.All,TRUE,FALSE,TRUE,GET ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances/filterByCurrentUser(on='reviewer'),https://docs.microsoft.com/graph/api/accessreviewinstance-filterbycurrentuser?view=graph-rest-beta&tabs=http
AccessReview.Read.All,FALSE,TRUE,TRUE,GET ,/identityGovernance/accessReviews/definitions/{definition-id}/instances,https://docs.microsoft.com/graph/api/accessreviewinstance-list?view=graph-rest-beta&tabs=http
AccessReview.Read.All,TRUE,FALSE,TRUE,GET ,/identityGovernance/accessReviews/definitions/{definition-id}/instances,https://docs.microsoft.com/graph/api/accessreviewinstance-list?view=graph-rest-beta&tabs=http
AccessReview.Read.All,FALSE,TRUE,TRUE,GET ,/identityGovernance/accessReviews/definitions/{definition-id}/instances/{instance-id},https://docs.microsoft.com/graph/api/accessreviewinstance-get?view=graph-rest-beta&tabs=http
AccessReview.Read.All,TRUE,FALSE,TRUE,GET ,/identityGovernance/accessReviews/definitions/{definition-id}/instances/{instance-id},https://docs.microsoft.com/graph/api/accessreviewinstance-get?view=graph-rest-beta&tabs=http
AccessReview.Read.All,FALSE,TRUE,TRUE,GET ,/identityGovernance/accessReviews/definitions/{definition-id}/instances/{instance-id}/decisions,https://docs.microsoft.com/graph/api/accessreviewinstancedecisionitem-list?view=graph-rest-beta&tabs=http
AccessReview.Read.All,TRUE,FALSE,TRUE,GET ,/identityGovernance/accessReviews/definitions/{definition-id}/instances/{instance-id}/decisions,https://docs.microsoft.com/graph/api/accessreviewinstancedecisionitem-list?view=graph-rest-beta&tabs=http
AccessReview.Read.All,FALSE,TRUE,TRUE,GET ,/identityGovernance/accessReviews/definitions/{review-id},https://docs.microsoft.com/graph/api/accessreviewscheduledefinition-get?view=graph-rest-beta&tabs=http
AccessReview.Read.All,TRUE,FALSE,TRUE,GET ,/identityGovernance/accessReviews/definitions/{review-id},https://docs.microsoft.com/graph/api/accessreviewscheduledefinition-get?view=graph-rest-beta&tabs=http
AccessReview.Read.All,FALSE,TRUE,FALSE,GET ,/identityGovernance/accessReviews/definitions/filterByCurrentUser(on='reviewer'),https://docs.microsoft.com/graph/api/accessreviewscheduledefinition-filterbycurrentuser?view=graph-rest-1.0&tabs=http
AccessReview.Read.All,TRUE,FALSE,FALSE,GET ,/identityGovernance/accessReviews/definitions/filterByCurrentUser(on='reviewer'),https://docs.microsoft.com/graph/api/accessreviewscheduledefinition-filterbycurrentuser?view=graph-rest-1.0&tabs=http
AccessReview.Read.All,FALSE,TRUE,TRUE,GET ,/identityGovernance/accessReviews/definitions/filterByCurrentUser(on='reviewer'),https://docs.microsoft.com/graph/api/accessreviewscheduledefinition-filterbycurrentuser?view=graph-rest-beta&tabs=http
AccessReview.Read.All,TRUE,FALSE,TRUE,GET ,/identityGovernance/accessReviews/definitions/filterByCurrentUser(on='reviewer'),https://docs.microsoft.com/graph/api/accessreviewscheduledefinition-filterbycurrentuser?view=graph-rest-beta&tabs=http
AccessReview.Read.All,FALSE,TRUE,TRUE,GET ,/me/pendingAccessReviewInstances,https://docs.microsoft.com/graph/api/accessreviewinstance-pendingaccessreviewinstances?view=graph-rest-beta&tabs=http
AccessReview.Read.All,FALSE,TRUE,TRUE,GET ,/me/pendingAccessReviewInstances/{instance-id}/decisions,https://docs.microsoft.com/graph/api/accessreviewinstancedecisionitem-listpendingapproval?view=graph-rest-beta&tabs=http
AccessReview.ReadWrite.All,FALSE,TRUE,TRUE,POST ,/accessReviews,https://docs.microsoft.com/graph/api/accessreview-create?view=graph-rest-beta&tabs=http
AccessReview.ReadWrite.All,FALSE,TRUE,TRUE,DELETE ,/accessReviews/{reviewId},https://docs.microsoft.com/graph/api/accessreview-delete?view=graph-rest-beta&tabs=http
AccessReview.ReadWrite.All,FALSE,TRUE,TRUE,GET ,/accessReviews/{reviewId},https://docs.microsoft.com/graph/api/accessreview-get?view=graph-rest-beta&tabs=http
AccessReview.ReadWrite.All,FALSE,TRUE,TRUE,PATCH ,/accessReviews/{reviewId},https://docs.microsoft.com/graph/api/accessreview-update?view=graph-rest-beta&tabs=http
AccessReview.ReadWrite.All,FALSE,TRUE,TRUE,POST ,/accessReviews/{reviewId}/applyDecisions,https://docs.microsoft.com/graph/api/accessreview-apply?view=graph-rest-beta&tabs=http
AccessReview.ReadWrite.All,FALSE,TRUE,TRUE,GET ,/accessReviews/{reviewId}/decisions,https://docs.microsoft.com/graph/api/accessreview-listdecisions?view=graph-rest-beta&tabs=http
AccessReview.ReadWrite.All,FALSE,TRUE,TRUE,GET ,/accessReviews/{reviewId}/myDecisions,https://docs.microsoft.com/graph/api/accessreview-listmydecisions?view=graph-rest-beta&tabs=http
AccessReview.ReadWrite.All,FALSE,TRUE,TRUE,POST ,/accessReviews/{reviewId}/resetDecisions,https://docs.microsoft.com/graph/api/accessreview-reset?view=graph-rest-beta&tabs=http
AccessReview.ReadWrite.All,FALSE,TRUE,TRUE,GET ,/accessReviews/{reviewId}/reviewers,https://docs.microsoft.com/graph/api/accessreview-listreviewers?view=graph-rest-beta&tabs=http
AccessReview.ReadWrite.All,FALSE,TRUE,TRUE,POST ,/accessReviews/{reviewId}/reviewers,https://docs.microsoft.com/graph/api/accessreview-addreviewer?view=graph-rest-beta&tabs=http
AccessReview.ReadWrite.All,FALSE,TRUE,TRUE,DELETE ,/accessReviews/{reviewId}/reviewers/{userId},https://docs.microsoft.com/graph/api/accessreview-removereviewer?view=graph-rest-beta&tabs=http
AccessReview.ReadWrite.All,FALSE,TRUE,TRUE,POST ,/accessReviews/{reviewId}/sendReminder,https://docs.microsoft.com/graph/api/accessreview-sendreminder?view=graph-rest-beta&tabs=http
AccessReview.ReadWrite.All,FALSE,TRUE,TRUE,POST ,/accessReviews/{reviewId}/stop,https://docs.microsoft.com/graph/api/accessreview-stop?view=graph-rest-beta&tabs=http
AccessReview.ReadWrite.All,FALSE,TRUE,TRUE,GET ,/accessReviews?$filter=businessFlowTemplateId eq {businessFlowTemplate-id}&$top={pagesize}&$skip=0,https://docs.microsoft.com/graph/api/accessreview-list?view=graph-rest-beta&tabs=http
AccessReview.ReadWrite.All,FALSE,TRUE,TRUE,GET ,/businessFlowTemplates,https://docs.microsoft.com/graph/api/businessflowtemplate-list?view=graph-rest-beta&tabs=http
AccessReview.ReadWrite.All,FALSE,TRUE,FALSE,GET ,/identityGovernance/accessReviews/definitions,https://docs.microsoft.com/graph/api/accessreviewscheduledefinition-list?view=graph-rest-1.0&tabs=http
AccessReview.ReadWrite.All,TRUE,FALSE,FALSE,GET ,/identityGovernance/accessReviews/definitions,https://docs.microsoft.com/graph/api/accessreviewscheduledefinition-list?view=graph-rest-1.0&tabs=http
AccessReview.ReadWrite.All,FALSE,TRUE,TRUE,GET ,/identityGovernance/accessReviews/definitions,https://docs.microsoft.com/graph/api/accessreviewscheduledefinition-list?view=graph-rest-beta&tabs=http
AccessReview.ReadWrite.All,TRUE,FALSE,TRUE,GET ,/identityGovernance/accessReviews/definitions,https://docs.microsoft.com/graph/api/accessreviewscheduledefinition-list?view=graph-rest-beta&tabs=http
AccessReview.ReadWrite.All,FALSE,TRUE,FALSE,POST ,/identityGovernance/accessReviews/definitions,https://docs.microsoft.com/graph/api/accessreviewscheduledefinition-post?view=graph-rest-1.0&tabs=http
AccessReview.ReadWrite.All,TRUE,FALSE,FALSE,POST ,/identityGovernance/accessReviews/definitions,https://docs.microsoft.com/graph/api/accessreviewscheduledefinition-post?view=graph-rest-1.0&tabs=http
AccessReview.ReadWrite.All,FALSE,TRUE,TRUE,POST ,/identityGovernance/accessReviews/definitions,https://docs.microsoft.com/graph/api/accessreviewscheduledefinition-post?view=graph-rest-beta&tabs=http
AccessReview.ReadWrite.All,TRUE,FALSE,TRUE,POST ,/identityGovernance/accessReviews/definitions,https://docs.microsoft.com/graph/api/accessreviewscheduledefinition-post?view=graph-rest-beta&tabs=http
AccessReview.ReadWrite.All,FALSE,TRUE,FALSE,DELETE ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId},https://docs.microsoft.com/graph/api/accessreviewscheduledefinition-delete?view=graph-rest-1.0&tabs=http
AccessReview.ReadWrite.All,TRUE,FALSE,FALSE,DELETE ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId},https://docs.microsoft.com/graph/api/accessreviewscheduledefinition-delete?view=graph-rest-1.0&tabs=http
AccessReview.ReadWrite.All,FALSE,TRUE,FALSE,GET ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId},https://docs.microsoft.com/graph/api/accessreviewscheduledefinition-get?view=graph-rest-1.0&tabs=http
AccessReview.ReadWrite.All,TRUE,FALSE,FALSE,GET ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId},https://docs.microsoft.com/graph/api/accessreviewscheduledefinition-get?view=graph-rest-1.0&tabs=http
AccessReview.ReadWrite.All,FALSE,TRUE,FALSE,PUT ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId},https://docs.microsoft.com/graph/api/accessreviewscheduledefinition-update?view=graph-rest-1.0&tabs=http
AccessReview.ReadWrite.All,TRUE,FALSE,FALSE,PUT ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId},https://docs.microsoft.com/graph/api/accessreviewscheduledefinition-update?view=graph-rest-1.0&tabs=http
AccessReview.ReadWrite.All,FALSE,TRUE,FALSE,GET ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances,https://docs.microsoft.com/graph/api/accessreviewinstance-list?view=graph-rest-1.0&tabs=http
AccessReview.ReadWrite.All,TRUE,FALSE,FALSE,GET ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances,https://docs.microsoft.com/graph/api/accessreviewinstance-list?view=graph-rest-1.0&tabs=http
AccessReview.ReadWrite.All,FALSE,TRUE,FALSE,GET ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances,https://docs.microsoft.com/graph/api/accessreviewscheduledefinition-list-instances?view=graph-rest-1.0&tabs=http
AccessReview.ReadWrite.All,TRUE,FALSE,FALSE,GET ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances,https://docs.microsoft.com/graph/api/accessreviewscheduledefinition-list-instances?view=graph-rest-1.0&tabs=http
AccessReview.ReadWrite.All,FALSE,TRUE,FALSE,GET ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances/{accessReviewInstanceId},https://docs.microsoft.com/graph/api/accessreviewinstance-get?view=graph-rest-1.0&tabs=http
AccessReview.ReadWrite.All,TRUE,FALSE,FALSE,GET ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances/{accessReviewInstanceId},https://docs.microsoft.com/graph/api/accessreviewinstance-get?view=graph-rest-1.0&tabs=http
AccessReview.ReadWrite.All,FALSE,TRUE,FALSE,POST ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances/{accessReviewInstanceId}/acceptRecommendations,https://docs.microsoft.com/graph/api/accessreviewinstance-acceptrecommendations?view=graph-rest-1.0&tabs=http
AccessReview.ReadWrite.All,FALSE,TRUE,FALSE,POST ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances/{accessReviewInstanceId}/applyDecisions,https://docs.microsoft.com/graph/api/accessreviewinstance-applydecisions?view=graph-rest-1.0&tabs=http
AccessReview.ReadWrite.All,TRUE,FALSE,FALSE,POST ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances/{accessReviewInstanceId}/applyDecisions,https://docs.microsoft.com/graph/api/accessreviewinstance-applydecisions?view=graph-rest-1.0&tabs=http
AccessReview.ReadWrite.All,FALSE,TRUE,FALSE,POST ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances/{accessReviewInstanceId}/batchRecordDecisions,https://docs.microsoft.com/graph/api/accessreviewinstance-batchrecorddecisions?view=graph-rest-1.0&tabs=http
AccessReview.ReadWrite.All,TRUE,FALSE,FALSE,POST ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances/{accessReviewInstanceId}/batchRecordDecisions,https://docs.microsoft.com/graph/api/accessreviewinstance-batchrecorddecisions?view=graph-rest-1.0&tabs=http
AccessReview.ReadWrite.All,FALSE,TRUE,FALSE,GET ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances/{accessReviewInstanceId}/decisions,https://docs.microsoft.com/graph/api/accessreviewinstance-list-decisions?view=graph-rest-1.0&tabs=http
AccessReview.ReadWrite.All,TRUE,FALSE,FALSE,GET ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances/{accessReviewInstanceId}/decisions,https://docs.microsoft.com/graph/api/accessreviewinstance-list-decisions?view=graph-rest-1.0&tabs=http
AccessReview.ReadWrite.All,FALSE,TRUE,FALSE,GET ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances/{accessReviewInstanceId}/decisions,https://docs.microsoft.com/graph/api/accessreviewinstancedecisionitem-list?view=graph-rest-1.0&tabs=http
AccessReview.ReadWrite.All,TRUE,FALSE,FALSE,GET ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances/{accessReviewInstanceId}/decisions,https://docs.microsoft.com/graph/api/accessreviewinstancedecisionitem-list?view=graph-rest-1.0&tabs=http
AccessReview.ReadWrite.All,FALSE,TRUE,TRUE,GET ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances/{accessReviewInstanceId}/decisions,https://docs.microsoft.com/graph/api/accessreviewinstance-list-decisions?view=graph-rest-beta&tabs=http
AccessReview.ReadWrite.All,TRUE,FALSE,TRUE,GET ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances/{accessReviewInstanceId}/decisions,https://docs.microsoft.com/graph/api/accessreviewinstance-list-decisions?view=graph-rest-beta&tabs=http
AccessReview.ReadWrite.All,FALSE,TRUE,FALSE,GET ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances/{accessReviewInstanceId}/decisions/{accessReviewInstanceDecisionItemId},https://docs.microsoft.com/graph/api/accessreviewinstancedecisionitem-get?view=graph-rest-1.0&tabs=http
AccessReview.ReadWrite.All,TRUE,FALSE,FALSE,GET ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances/{accessReviewInstanceId}/decisions/{accessReviewInstanceDecisionItemId},https://docs.microsoft.com/graph/api/accessreviewinstancedecisionitem-get?view=graph-rest-1.0&tabs=http
AccessReview.ReadWrite.All,FALSE,TRUE,TRUE,GET ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances/{accessReviewInstanceId}/decisions/{accessReviewInstanceDecisionItemId},https://docs.microsoft.com/graph/api/accessreviewinstancedecisionitem-get?view=graph-rest-beta&tabs=http
AccessReview.ReadWrite.All,TRUE,FALSE,TRUE,GET ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances/{accessReviewInstanceId}/decisions/{accessReviewInstanceDecisionItemId},https://docs.microsoft.com/graph/api/accessreviewinstancedecisionitem-get?view=graph-rest-beta&tabs=http
AccessReview.ReadWrite.All,FALSE,TRUE,FALSE,PATCH ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances/{accessReviewInstanceId}/decisions/{accessReviewInstanceDecisionItemId},https://docs.microsoft.com/graph/api/accessreviewinstancedecisionitem-update?view=graph-rest-1.0&tabs=http
AccessReview.ReadWrite.All,TRUE,FALSE,FALSE,PATCH ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances/{accessReviewInstanceId}/decisions/{accessReviewInstanceDecisionItemId},https://docs.microsoft.com/graph/api/accessreviewinstancedecisionitem-update?view=graph-rest-1.0&tabs=http
AccessReview.ReadWrite.All,FALSE,TRUE,FALSE,GET ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances/{accessReviewInstanceId}/decisions/filterByCurrentUser(on='reviewer'),https://docs.microsoft.com/graph/api/accessreviewinstancedecisionitem-filterbycurrentuser?view=graph-rest-1.0&tabs=http
AccessReview.ReadWrite.All,TRUE,FALSE,FALSE,GET ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances/{accessReviewInstanceId}/decisions/filterByCurrentUser(on='reviewer'),https://docs.microsoft.com/graph/api/accessreviewinstancedecisionitem-filterbycurrentuser?view=graph-rest-1.0&tabs=http
AccessReview.ReadWrite.All,FALSE,TRUE,TRUE,GET ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances/{accessReviewInstanceId}/decisions/filterByCurrentUser(on='reviewer'),https://docs.microsoft.com/graph/api/accessreviewinstancedecisionitem-filterbycurrentuser?view=graph-rest-beta&tabs=http
AccessReview.ReadWrite.All,TRUE,FALSE,TRUE,GET ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances/{accessReviewInstanceId}/decisions/filterByCurrentUser(on='reviewer'),https://docs.microsoft.com/graph/api/accessreviewinstancedecisionitem-filterbycurrentuser?view=graph-rest-beta&tabs=http
AccessReview.ReadWrite.All,FALSE,TRUE,FALSE,POST ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances/{accessReviewInstanceId}/resetDecisions,https://docs.microsoft.com/graph/api/accessreviewinstance-resetdecisions?view=graph-rest-1.0&tabs=http
AccessReview.ReadWrite.All,TRUE,FALSE,FALSE,POST ,/identityGovernance/accessReviews/definitions/{accessReviewScheduleDefinitionId}/instances/{accessReviewInstanceId}/resetDecisions,https://docs.microsoft.com/graph/api/accessreviewinstance-resetdecisions?view=graph-rest-1.0&tabs=http
